Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J3,Conn_01x06_Female,PinHeader_1x06_P2.54mm_Vertical,99.949,-132.08,90.0,top
SW1,SW_Push_3PDT,3PDT.LUGS.FLPVSK,100.0,-145.1,0.0,top
